Time(s)	Dev_X_m	Y_vert_m	Z_long_m	Px	Py	Pz	S_Rady	S_Dikey	S_Long
0.000000e+00	-1.421085e-14	3.450000e-03	0.000000e+00	2.110043e-33	2.082312e-25	-3.744957e-19	5.632596e-15	1.800243e-06	-1.000000e+00
1.000000e-08	-5.051959e-11	3.555189e-03	-1.793895e+00	-2.297382e-29	2.323169e-23	-3.744957e-19	-2.112563e-10	2.008474e-04	-1.000000e+00
2.000000e-08	-2.201404e-10	3.666473e-03	-3.587791e+00	-4.792243e-29	2.323169e-23	-3.744957e-19	-4.396868e-10	2.008474e-04	-1.000000e+00
3.000000e-08	-5.093881e-10	3.777756e-03	-5.381686e+00	-7.284323e-29	2.323169e-23	-3.744957e-19	-6.681154e-10	2.008474e-04	-1.000000e+00
4.000000e-08	-9.178223e-10	3.889040e-03	-7.175581e+00	-9.772184e-29	2.323169e-23	-3.744957e-19	-8.965415e-10	2.008474e-04	-1.000000e+00
5.000000e-08	-1.445557e-09	4.000323e-03	-8.969477e+00	-1.225439e-28	2.323169e-23	-3.744957e-19	-1.124964e-09	2.008474e-04	-1.000000e+00
6.000000e-08	-2.091696e-09	4.111607e-03	-1.076337e+01	-1.472950e-28	2.323169e-23	-3.744957e-19	-1.353382e-09	2.008474e-04	-1.000000e+00
7.000000e-08	-2.863885e-09	4.210183e-03	-1.255727e+01	-1.934538e-28	-1.349148e-23	-3.744957e-19	-1.767611e-09	-1.166392e-04	-1.000000e+00
8.000000e-08	-3.972019e-09	4.053834e-03	-1.435116e+01	-2.586106e-28	-3.342145e-23	-3.744957e-19	-2.347053e-09	-2.889419e-04	-1.000000e+00
9.000000e-08	-5.338691e-09	3.893740e-03	-1.614506e+01	-3.119723e-28	-3.342145e-23	-3.744957e-19	-2.825808e-09	-2.889419e-04	-1.000000e+00
1.000000e-07	-6.960605e-09	3.733646e-03	-1.793895e+01	-3.651533e-28	-3.342145e-23	-3.744957e-19	-3.304551e-09	-2.889419e-04	-1.000000e+00
1.100000e-07	-8.836665e-09	3.573552e-03	-1.973285e+01	-4.181226e-28	-3.342145e-23	-3.744957e-19	-3.783280e-09	-2.889419e-04	-1.000000e+00
1.200000e-07	-1.096593e-08	3.413458e-03	-2.152674e+01	-4.708499e-28	-3.342145e-23	-3.744957e-19	-4.261996e-09	-2.889419e-04	-1.000000e+00
1.300000e-07	-1.334706e-08	3.253364e-03	-2.332064e+01	-5.233040e-28	-3.342145e-23	-3.744957e-19	-4.740693e-09	-2.889419e-04	-1.000000e+00
1.400000e-07	-1.590632e-08	3.107295e-03	-2.511453e+01	-4.014958e-28	-2.685451e-25	-3.744957e-19	-3.715420e-09	-2.321681e-06	-1.000000e+00
1.500000e-07	-1.762027e-08	3.146387e-03	-2.690843e+01	-3.564730e-28	8.359397e-24	-3.744957e-19	-3.356191e-09	7.227036e-05	-1.000000e+00
1.600000e-07	-1.932604e-08	3.186430e-03	-2.870233e+01	-3.556328e-28	8.359397e-24	-3.744957e-19	-3.380719e-09	7.227036e-05	-1.000000e+00
1.700000e-07	-2.102716e-08	3.226473e-03	-3.049622e+01	-3.545870e-28	8.359397e-24	-3.744957e-19	-3.405232e-09	7.227036e-05	-1.000000e+00
1.800000e-07	-2.272267e-08	3.266516e-03	-3.229012e+01	-3.533357e-28	8.359397e-24	-3.744957e-19	-3.429732e-09	7.227036e-05	-1.000000e+00
1.900000e-07	-2.441196e-08	3.306559e-03	-3.408401e+01	-3.518793e-28	8.359397e-24	-3.744957e-19	-3.454218e-09	7.227036e-05	-1.000000e+00
2.000000e-07	-2.609370e-08	3.346601e-03	-3.587791e+01	-3.502196e-28	8.359397e-24	-3.744957e-19	-3.478693e-09	7.227036e-05	-1.000000e+00
2.100000e-07	-2.794123e-08	3.365317e-03	-3.767180e+01	-6.997612e-28	-3.421924e-23	-3.744957e-19	-6.541201e-09	-2.958391e-04	-1.000000e+00
2.200000e-07	-3.155651e-08	3.187880e-03	-3.946570e+01	-7.865179e-28	-3.706193e-23	-3.744957e-19	-7.334713e-09	-3.204153e-04	-9.999999e-01
2.300000e-07	-3.547432e-08	3.010347e-03	-4.125959e+01	-8.492612e-28	-3.706193e-23	-3.744957e-19	-7.924526e-09	-3.204153e-04	-9.999999e-01
2.400000e-07	-3.969150e-08	2.832814e-03	-4.305349e+01	-9.115117e-28	-3.706193e-23	-3.744957e-19	-8.514307e-09	-3.204153e-04	-9.999999e-01
2.500000e-07	-4.420588e-08	2.655282e-03	-4.484738e+01	-9.732338e-28	-3.706193e-23	-3.744957e-19	-9.104055e-09	-3.204153e-04	-9.999999e-01
2.600000e-07	-4.901462e-08	2.477749e-03	-4.664128e+01	-1.034393e-27	-3.706193e-23	-3.744957e-19	-9.693765e-09	-3.204153e-04	-9.999999e-01
2.700000e-07	-5.411498e-08	2.300216e-03	-4.843517e+01	-1.094951e-27	-3.706193e-23	-3.744957e-19	-1.028344e-08	-3.204153e-04	-9.999999e-01
2.800000e-07	-5.901062e-08	2.140671e-03	-5.022907e+01	-3.554145e-28	-8.112472e-24	-3.744957e-19	-3.961358e-09	-7.013559e-05	-1.000000e+00
2.900000e-07	-6.069875e-08	2.101811e-03	-5.202296e+01	-3.493642e-28	-8.112472e-24	-3.744957e-19	-3.983800e-09	-7.013559e-05	-1.000000e+00
3.000000e-07	-6.235736e-08	2.062950e-03	-5.381686e+01	-3.431115e-28	-8.112472e-24	-3.744957e-19	-4.006227e-09	-7.013559e-05	-1.000000e+00
3.100000e-07	-6.398551e-08	2.024090e-03	-5.561076e+01	-3.366607e-28	-8.112472e-24	-3.744957e-19	-4.028643e-09	-7.013559e-05	-1.000000e+00
3.200000e-07	-6.558223e-08	1.985230e-03	-5.740465e+01	-3.300148e-28	-8.112472e-24	-3.744957e-19	-4.051047e-09	-7.013559e-05	-1.000000e+00
3.300000e-07	-6.714669e-08	1.946370e-03	-5.919855e+01	-3.231768e-28	-8.112472e-24	-3.744957e-19	-4.073437e-09	-7.013559e-05	-1.000000e+00
3.400000e-07	-6.867806e-08	1.907510e-03	-6.099244e+01	-3.161526e-28	-8.112472e-24	-3.744957e-19	-4.095816e-09	-7.013559e-05	-1.000000e+00
3.500000e-07	-7.090730e-08	1.849148e-03	-6.278634e+01	-1.259777e-27	-3.328770e-23	-3.744957e-19	-1.233858e-08	-2.877856e-04	-1.000000e+00
3.600000e-07	-7.704878e-08	1.689694e-03	-6.458023e+01	-1.304305e-27	-3.328770e-23	-3.744957e-19	-1.281293e-08	-2.877856e-04	-1.000000e+00
3.700000e-07	-8.340174e-08	1.530241e-03	-6.637413e+01	-1.348078e-27	-3.328770e-23	-3.744957e-19	-1.328723e-08	-2.877856e-04	-1.000000e+00
3.800000e-07	-8.996265e-08	1.370787e-03	-6.816802e+01	-1.391068e-27	-3.328770e-23	-3.744957e-19	-1.376148e-08	-2.877856e-04	-1.000000e+00
3.900000e-07	-9.672748e-08	1.211334e-03	-6.996192e+01	-1.433252e-27	-3.328770e-23	-3.744957e-19	-1.423567e-08	-2.877856e-04	-1.000000e+00
4.000000e-07	-1.036925e-07	1.051880e-03	-7.175581e+01	-1.474605e-27	-3.328770e-23	-3.744957e-19	-1.470982e-08	-2.877856e-04	-1.000000e+00
4.100000e-07	-1.108533e-07	8.924267e-04	-7.354971e+01	-1.515106e-27	-3.328770e-23	-3.744957e-19	-1.518391e-08	-2.877856e-04	-1.000000e+00
4.200000e-07	-1.167471e-07	7.425872e-04	-7.534360e+01	1.897604e-29	-2.298088e-23	-3.744957e-19	-2.052482e-09	-1.986790e-04	-1.000000e+00
4.300000e-07	-1.166807e-07	6.325050e-04	-7.713750e+01	8.712979e-30	-2.298088e-23	-3.744957e-19	-2.274977e-09	-1.986790e-04	-1.000000e+00
4.400000e-07	-1.166637e-07	5.224228e-04	-7.893140e+01	-1.556079e-30	-2.298088e-23	-3.744957e-19	-2.497474e-09	-1.986790e-04	-1.000000e+00
4.500000e-07	-1.166958e-07	4.123407e-04	-8.072529e+01	-1.182403e-29	-2.298088e-23	-3.744957e-19	-2.719970e-09	-1.986790e-04	-1.000000e+00
4.600000e-07	-1.167770e-07	3.022585e-04	-8.251919e+01	-2.208514e-29	-2.298088e-23	-3.744957e-19	-2.942468e-09	-1.986790e-04	-1.000000e+00
4.700000e-07	-1.169075e-07	1.921763e-04	-8.431308e+01	-3.233432e-29	-2.298088e-23	-3.744957e-19	-3.164967e-09	-1.986790e-04	-1.000000e+00
4.800000e-07	-1.170869e-07	8.209412e-05	-8.610698e+01	-4.256438e-29	-2.298088e-23	-3.744957e-19	-3.387463e-09	-1.986790e-04	-1.000000e+00
4.900000e-07	-1.190268e-07	-2.797207e-05	-8.790087e+01	-1.634786e-27	-2.293893e-23	-3.744957e-19	-1.728734e-08	-1.983163e-04	-1.000000e+00
5.000000e-07	-1.268804e-07	-1.378533e-04	-8.969477e+01	-1.644198e-27	-2.293893e-23	-3.744957e-19	-1.750895e-08	-1.983163e-04	-1.000000e+00
5.100000e-07	-1.347772e-07	-2.477345e-04	-9.148866e+01	-1.652658e-27	-2.293893e-23	-3.744957e-19	-1.773051e-08	-1.983163e-04	-1.000000e+00
5.200000e-07	-1.427119e-07	-3.576158e-04	-9.328256e+01	-1.660160e-27	-2.293893e-23	-3.744957e-19	-1.795200e-08	-1.983163e-04	-1.000000e+00
5.300000e-07	-1.506803e-07	-4.674970e-04	-9.507645e+01	-1.666700e-27	-2.293893e-23	-3.744957e-19	-1.817343e-08	-1.983163e-04	-1.000000e+00
5.400000e-07	-1.586776e-07	-5.773782e-04	-9.687035e+01	-1.672273e-27	-2.293893e-23	-3.744957e-19	-1.839479e-08	-1.983163e-04	-1.000000e+00
5.500000e-07	-1.666997e-07	-6.872595e-04	-9.866424e+01	-1.676879e-27	-2.293893e-23	-3.744957e-19	-1.861610e-08	-1.983163e-04	-1.000000e+00
5.600000e-07	-1.718815e-07	-8.099234e-04	-1.004581e+02	6.305640e-28	-3.331116e-23	-3.744957e-19	1.143252e-09	-2.879884e-04	-1.000000e+00
5.700000e-07	-1.689397e-07	-9.694893e-04	-1.022520e+02	5.976242e-28	-3.331116e-23	-3.744957e-19	6.689752e-10	-2.879884e-04	-1.000000e+00
5.800000e-07	-1.661567e-07	-1.129055e-03	-1.040459e+02	5.643385e-28	-3.331116e-23	-3.744957e-19	1.946787e-10	-2.879884e-04	-1.000000e+00
5.900000e-07	-1.635339e-07	-1.288621e-03	-1.058398e+02	5.307250e-28	-3.331116e-23	-3.744957e-19	-2.796401e-10	-2.879884e-04	-1.000000e+00
6.000000e-07	-1.610727e-07	-1.448187e-03	-1.076337e+02	4.968047e-28	-3.331116e-23	-3.744957e-19	-7.539776e-10	-2.879884e-04	-1.000000e+00
6.100000e-07	-1.587747e-07	-1.607753e-03	-1.094276e+02	4.625964e-28	-3.331116e-23	-3.744957e-19	-1.228334e-09	-2.879884e-04	-1.000000e+00
6.200000e-07	-1.566412e-07	-1.767319e-03	-1.112215e+02	4.281196e-28	-3.331116e-23	-3.744957e-19	-1.702708e-09	-2.879884e-04	-1.000000e+00
6.300000e-07	-1.575694e-07	-1.891833e-03	-1.130154e+02	-1.684478e-27	-8.059249e-24	-3.744957e-19	-2.014160e-08	-6.967546e-05	-1.000000e+00
6.400000e-07	-1.655947e-07	-1.930438e-03	-1.148093e+02	-1.666078e-27	-8.059249e-24	-3.744957e-19	-2.016288e-08	-6.967546e-05	-1.000000e+00
6.500000e-07	-1.735295e-07	-1.969043e-03	-1.166032e+02	-1.646712e-27	-8.059249e-24	-3.744957e-19	-2.018409e-08	-6.967546e-05	-1.000000e+00
6.600000e-07	-1.813693e-07	-2.007648e-03	-1.183971e+02	-1.626393e-27	-8.059249e-24	-3.744957e-19	-2.020525e-08	-6.967546e-05	-1.000000e+00
6.700000e-07	-1.891095e-07	-2.046253e-03	-1.201910e+02	-1.605132e-27	-8.059249e-24	-3.744957e-19	-2.022634e-08	-6.967546e-05	-1.000000e+00
6.800000e-07	-1.967456e-07	-2.084858e-03	-1.219849e+02	-1.582939e-27	-8.059249e-24	-3.744957e-19	-2.024738e-08	-6.967546e-05	-1.000000e+00
6.900000e-07	-2.042731e-07	-2.123463e-03	-1.237788e+02	-1.559830e-27	-8.059249e-24	-3.744957e-19	-2.026835e-08	-6.967546e-05	-1.000000e+00
7.000000e-07	-2.073608e-07	-2.206843e-03	-1.255727e+02	1.254989e-27	-3.706153e-23	-3.744957e-19	3.839128e-09	-3.204118e-04	-9.999999e-01
7.100000e-07	-2.014495e-07	-2.384374e-03	-1.273666e+02	1.212921e-27	-3.706153e-23	-3.744957e-19	3.250657e-09	-3.204118e-04	-9.999999e-01
7.200000e-07	-1.957415e-07	-2.561905e-03	-1.291605e+02	1.170151e-27	-3.706153e-23	-3.744957e-19	2.662141e-09	-3.204118e-04	-9.999999e-01
7.300000e-07	-1.902400e-07	-2.739435e-03	-1.309544e+02	1.126703e-27	-3.706153e-23	-3.744957e-19	2.073582e-09	-3.204118e-04	-9.999999e-01
7.400000e-07	-1.849482e-07	-2.916966e-03	-1.327483e+02	1.082602e-27	-3.706153e-23	-3.744957e-19	1.484980e-09	-3.204118e-04	-9.999999e-01
7.500000e-07	-1.798695e-07	-3.094497e-03	-1.345422e+02	1.037873e-27	-3.706153e-23	-3.744957e-19	8.963376e-10	-3.204118e-04	-9.999999e-01
7.600000e-07	-1.750064e-07	-3.272028e-03	-1.363360e+02	9.925431e-28	-3.706153e-23	-3.744957e-19	3.076562e-10	-3.204118e-04	-9.999999e-01
7.700000e-07	-1.742748e-07	-3.372357e-03	-1.381299e+02	-1.346626e-27	8.412189e-24	-3.744957e-19	-2.010800e-08	7.272676e-05	-1.000000e+00
7.800000e-07	-1.806777e-07	-3.332061e-03	-1.399238e+02	-1.326595e-27	8.412189e-24	-3.744957e-19	-2.013168e-08	7.272676e-05	-1.000000e+00
7.900000e-07	-1.869828e-07	-3.291766e-03	-1.417177e+02	-1.305795e-27	8.412189e-24	-3.744957e-19	-2.015530e-08	7.272676e-05	-1.000000e+00
8.000000e-07	-1.931862e-07	-3.251470e-03	-1.435116e+02	-1.284239e-27	8.412189e-24	-3.744957e-19	-2.017888e-08	7.272676e-05	-1.000000e+00
8.100000e-07	-1.992850e-07	-3.211174e-03	-1.453055e+02	-1.261938e-27	8.412189e-24	-3.744957e-19	-2.020241e-08	7.272676e-05	-1.000000e+00
8.200000e-07	-2.052749e-07	-3.170878e-03	-1.470994e+02	-1.238906e-27	8.412189e-24	-3.744957e-19	-2.022589e-08	7.272676e-05	-1.000000e+00
8.300000e-07	-2.111527e-07	-3.130583e-03	-1.488933e+02	-1.215156e-27	8.412189e-24	-3.744957e-19	-2.024933e-08	7.272676e-05	-1.000000e+00
8.400000e-07	-2.115909e-07	-3.167852e-03	-1.506872e+02	1.674957e-27	-3.349173e-23	-3.744957e-19	4.503165e-09	-2.895495e-04	-1.000000e+00
8.500000e-07	-2.036370e-07	-3.328283e-03	-1.524811e+02	1.645913e-27	-3.349173e-23	-3.744957e-19	4.023948e-09	-2.895495e-04	-1.000000e+00
8.600000e-07	-1.958243e-07	-3.488713e-03	-1.542750e+02	1.615915e-27	-3.349173e-23	-3.744957e-19	3.544669e-09	-2.895495e-04	-1.000000e+00
8.700000e-07	-1.881575e-07	-3.649144e-03	-1.560689e+02	1.584981e-27	-3.349173e-23	-3.744957e-19	3.065331e-09	-2.895495e-04	-1.000000e+00
8.800000e-07	-1.806412e-07	-3.809575e-03	-1.578628e+02	1.553128e-27	-3.349173e-23	-3.744957e-19	2.585933e-09	-2.895495e-04	-1.000000e+00
8.900000e-07	-1.732796e-07	-3.970006e-03	-1.596567e+02	1.520375e-27	-3.349173e-23	-3.744957e-19	2.106477e-09	-2.895495e-04	-1.000000e+00
9.000000e-07	-1.660770e-07	-4.130437e-03	-1.614506e+02	1.486742e-27	-3.349173e-23	-3.744957e-19	1.626966e-09	-2.895495e-04	-1.000000e+00
9.100000e-07	-1.633993e-07	-4.177047e-03	-1.632445e+02	-7.146379e-28	2.322097e-23	-3.744957e-19	-1.758716e-08	2.007546e-04	-1.000000e+00
9.200000e-07	-1.668346e-07	-4.065815e-03	-1.650384e+02	-7.196023e-28	2.322097e-23	-3.744957e-19	-1.781409e-08	2.007546e-04	-1.000000e+00
9.300000e-07	-1.702927e-07	-3.954583e-03	-1.668323e+02	-7.241498e-28	2.322097e-23	-3.744957e-19	-1.804100e-08	2.007546e-04	-1.000000e+00
9.400000e-07	-1.737717e-07	-3.843351e-03	-1.686262e+02	-7.282778e-28	2.322097e-23	-3.744957e-19	-1.826788e-08	2.007546e-04	-1.000000e+00
9.500000e-07	-1.772692e-07	-3.732119e-03	-1.704201e+02	-7.319840e-28	2.322097e-23	-3.744957e-19	-1.849473e-08	2.007546e-04	-1.000000e+00
9.600000e-07	-1.807835e-07	-3.620886e-03	-1.722140e+02	-7.352659e-28	2.322097e-23	-3.744957e-19	-1.872155e-08	2.007546e-04	-1.000000e+00
9.700000e-07	-1.843125e-07	-3.509654e-03	-1.740078e+02	-7.381215e-28	2.322097e-23	-3.744957e-19	-1.894835e-08	2.007546e-04	-1.000000e+00
9.800000e-07	-1.824423e-07	-3.498939e-03	-1.758017e+02	1.764166e-27	-2.330709e-23	-3.744957e-19	2.480447e-09	-2.014992e-04	-1.000000e+00
9.900000e-07	-1.739998e-07	-3.610584e-03	-1.775956e+02	1.760586e-27	-2.330709e-23	-3.744957e-19	2.251878e-09	-2.014992e-04	-1.000000e+00
1.000000e-06	-1.655771e-07	-3.722229e-03	-1.793895e+02	1.755985e-27	-2.330709e-23	-3.744957e-19	2.023243e-09	-2.014992e-04	-1.000000e+00
1.010000e-06	-1.571787e-07	-3.833874e-03	-1.811834e+02	1.750368e-27	-2.330709e-23	-3.744957e-19	1.794545e-09	-2.014992e-04	-1.000000e+00
1.020000e-06	-1.488095e-07	-3.945519e-03	-1.829773e+02	1.743736e-27	-2.330709e-23	-3.744957e-19	1.565782e-09	-2.014992e-04	-1.000000e+00
1.030000e-06	-1.404747e-07	-4.057163e-03	-1.847712e+02	1.736092e-27	-2.330709e-23	-3.744957e-19	1.336952e-09	-2.014992e-04	-1.000000e+00
1.040000e-06	-1.321788e-07	-4.168808e-03	-1.865651e+02	1.727444e-27	-2.330709e-23	-3.744957e-19	1.108057e-09	-2.014992e-04	-1.000000e+00
1.050000e-06	-1.279228e-07	-4.149144e-03	-1.883590e+02	-1.572864e-29	3.344420e-23	-3.744957e-19	-1.410893e-08	2.891386e-04	-1.000000e+00
1.060000e-06	-1.280904e-07	-3.988941e-03	-1.901529e+02	-5.424387e-29	3.344420e-23	-3.744957e-19	-1.458738e-08	2.891386e-04	-1.000000e+00
1.070000e-06	-1.284423e-07	-3.828737e-03	-1.919468e+02	-9.272746e-29	3.344420e-23	-3.744957e-19	-1.506584e-08	2.891386e-04	-1.000000e+00
1.080000e-06	-1.289787e-07	-3.668534e-03	-1.937407e+02	-1.311579e-28	3.344420e-23	-3.744957e-19	-1.554429e-08	2.891386e-04	-1.000000e+00
1.090000e-06	-1.296991e-07	-3.508331e-03	-1.955346e+02	-1.695119e-28	3.344420e-23	-3.744957e-19	-1.602274e-08	2.891386e-04	-1.000000e+00
1.100000e-06	-1.306027e-07	-3.348128e-03	-1.973285e+02	-2.077683e-28	3.344420e-23	-3.744957e-19	-1.650118e-08	2.891386e-04	-1.000000e+00
1.110000e-06	-1.316895e-07	-3.187925e-03	-1.991224e+02	-2.459036e-28	3.344420e-23	-3.744957e-19	-1.697961e-08	2.891386e-04	-1.000000e+00
1.120000e-06	-1.285343e-07	-3.131257e-03	-2.009163e+02	1.522470e-27	-8.518821e-24	-3.744957e-19	-1.840063e-09	-7.364864e-05	-1.000000e+00
1.130000e-06	-1.212087e-07	-3.172064e-03	-2.027102e+02	1.536047e-27	-8.518821e-24	-3.744957e-19	-1.864930e-09	-7.364864e-05	-1.000000e+00
1.140000e-06	-1.138201e-07	-3.212871e-03	-2.045041e+02	1.548734e-27	-8.518821e-24	-3.744957e-19	-1.889855e-09	-7.364864e-05	-1.000000e+00
1.150000e-06	-1.063730e-07	-3.253677e-03	-2.062980e+02	1.560524e-27	-8.518821e-24	-3.744957e-19	-1.914837e-09	-7.364864e-05	-1.000000e+00
1.160000e-06	-9.887147e-08	-3.294484e-03	-2.080919e+02	1.571409e-27	-8.518821e-24	-3.744957e-19	-1.939874e-09	-7.364864e-05	-1.000000e+00
1.170000e-06	-9.131995e-08	-3.335290e-03	-2.098858e+02	1.581383e-27	-8.518821e-24	-3.744957e-19	-1.964974e-09	-7.364864e-05	-1.000000e+00
1.180000e-06	-8.372297e-08	-3.376097e-03	-2.116797e+02	1.590442e-27	-8.518821e-24	-3.744957e-19	-1.990128e-09	-7.364864e-05	-1.000000e+00
1.190000e-06	-7.896381e-08	-3.297346e-03	-2.134735e+02	4.837860e-28	3.706123e-23	-3.744957e-19	-1.165400e-08	3.204093e-04	-9.999999e-01
1.200000e-06	-7.678369e-08	-3.119817e-03	-2.152674e+02	4.264114e-28	3.706123e-23	-3.744957e-19	-1.224345e-08	3.204093e-04	-9.999999e-01
1.210000e-06	-7.487907e-08	-2.942287e-03	-2.170613e+02	3.687897e-28	3.706123e-23	-3.744957e-19	-1.283291e-08	3.204093e-04	-9.999999e-01
1.220000e-06	-7.325096e-08	-2.764758e-03	-2.188552e+02	3.109554e-28	3.706123e-23	-3.744957e-19	-1.342238e-08	3.204093e-04	-9.999999e-01
1.230000e-06	-7.190023e-08	-2.587229e-03	-2.206491e+02	2.529403e-28	3.706123e-23	-3.744957e-19	-1.401187e-08	3.204093e-04	-9.999999e-01
1.240000e-06	-7.082809e-08	-2.409699e-03	-2.224430e+02	1.947789e-28	3.706123e-23	-3.744957e-19	-1.460136e-08	3.204093e-04	-9.999999e-01
1.250000e-06	-7.003459e-08	-2.232170e-03	-2.242369e+02	1.365044e-28	3.706123e-23	-3.744957e-19	-1.519087e-08	3.204093e-04	-9.999999e-01
1.260000e-06	-6.686086e-08	-2.135474e-03	-2.260308e+02	1.054757e-27	7.951974e-24	-3.744957e-19	-7.336420e-09	6.874802e-05	-1.000000e+00
1.270000e-06	-6.179211e-08	-2.097382e-03	-2.278247e+02	1.061477e-27	7.951974e-24	-3.744957e-19	-7.357709e-09	6.874802e-05	-1.000000e+00
1.280000e-06	-5.669278e-08	-2.059291e-03	-2.296186e+02	1.067582e-27	7.951974e-24	-3.744957e-19	-7.379039e-09	6.874802e-05	-1.000000e+00
1.290000e-06	-5.156548e-08	-2.021200e-03	-2.314125e+02	1.073068e-27	7.951974e-24	-3.744957e-19	-7.400408e-09	6.874802e-05	-1.000000e+00
1.300000e-06	-4.641329e-08	-1.983109e-03	-2.332064e+02	1.077933e-27	7.951974e-24	-3.744957e-19	-7.421816e-09	6.874802e-05	-1.000000e+00
1.310000e-06	-4.123935e-08	-1.945017e-03	-2.350003e+02	1.082173e-27	7.951974e-24	-3.744957e-19	-7.443264e-09	6.874802e-05	-1.000000e+00
1.320000e-06	-3.604661e-08	-1.906926e-03	-2.367942e+02	1.085786e-27	7.951974e-24	-3.744957e-19	-7.464752e-09	6.874802e-05	-1.000000e+00
1.330000e-06	-3.222803e-08	-1.794389e-03	-2.385881e+02	5.987470e-28	3.335817e-23	-3.744957e-19	-1.172316e-08	2.883949e-04	-1.000000e+00
1.340000e-06	-2.947954e-08	-1.634598e-03	-2.403820e+02	5.487665e-28	3.335817e-23	-3.744957e-19	-1.219988e-08	2.883949e-04	-1.000000e+00
1.350000e-06	-2.697114e-08	-1.474807e-03	-2.421759e+02	4.984676e-28	3.335817e-23	-3.744957e-19	-1.267662e-08	2.883949e-04	-1.000000e+00
1.360000e-06	-2.470465e-08	-1.315016e-03	-2.439698e+02	4.478802e-28	3.335817e-23	-3.744957e-19	-1.315338e-08	2.883949e-04	-1.000000e+00
1.370000e-06	-2.268094e-08	-1.155225e-03	-2.457637e+02	3.970323e-28	3.335817e-23	-3.744957e-19	-1.363016e-08	2.883949e-04	-1.000000e+00
1.380000e-06	-2.090140e-08	-9.954335e-04	-2.475576e+02	3.459555e-28	3.335817e-23	-3.744957e-19	-1.410695e-08	2.883949e-04	-1.000000e+00
1.390000e-06	-1.936682e-08	-8.356424e-04	-2.493515e+02	2.946778e-28	3.335817e-23	-3.744957e-19	-1.458375e-08	2.883949e-04	-1.000000e+00
1.400000e-06	-1.726556e-08	-7.083004e-04	-2.511453e+02	5.160105e-28	2.285101e-23	-3.744957e-19	-1.270199e-08	1.975562e-04	-1.000000e+00
1.410000e-06	-1.484665e-08	-5.988403e-04	-2.529392e+02	4.938680e-28	2.285101e-23	-3.744957e-19	-1.292269e-08	1.975562e-04	-1.000000e+00
1.420000e-06	-1.253451e-08	-4.893802e-04	-2.547331e+02	4.714397e-28	2.285101e-23	-3.744957e-19	-1.314341e-08	1.975562e-04	-1.000000e+00
1.430000e-06	-1.033078e-08	-3.799202e-04	-2.565270e+02	4.487368e-28	2.285101e-23	-3.744957e-19	-1.336414e-08	1.975562e-04	-1.000000e+00
1.440000e-06	-8.236299e-09	-2.704601e-04	-2.583209e+02	4.257749e-28	2.285101e-23	-3.744957e-19	-1.358489e-08	1.975562e-04	-1.000000e+00
1.450000e-06	-6.252236e-09	-1.610000e-04	-2.601148e+02	4.025661e-28	2.285101e-23	-3.744957e-19	-1.380566e-08	1.975562e-04	-1.000000e+00
1.460000e-06	-4.379871e-09	-5.153996e-05	-2.619087e+02	3.791243e-28	2.285101e-23	-3.744957e-19	-1.402645e-08	1.975562e-04	-1.000000e+00
1.470000e-06	-2.787345e-09	5.864783e-05	-2.637026e+02	3.038798e-28	2.306666e-23	-3.744957e-19	-1.469325e-08	1.994205e-04	-1.000000e+00
1.480000e-06	-1.390021e-09	1.691409e-04	-2.654965e+02	2.795503e-28	2.306666e-23	-3.744957e-19	-1.491835e-08	1.994205e-04	-1.000000e+00
1.490000e-06	-1.095231e-10	2.796339e-04	-2.672904e+02	2.550590e-28	2.306666e-23	-3.744957e-19	-1.514347e-08	1.994205e-04	-1.000000e+00
1.500000e-06	1.053309e-09	3.901270e-04	-2.690843e+02	2.304205e-28	2.306666e-23	-3.744957e-19	-1.536859e-08	1.994205e-04	-1.000000e+00
1.510000e-06	2.097821e-09	5.006200e-04	-2.708782e+02	2.056484e-28	2.306666e-23	-3.744957e-19	-1.559372e-08	1.994205e-04	-1.000000e+00
1.520000e-06	3.023246e-09	6.111131e-04	-2.726721e+02	1.807563e-28	2.306666e-23	-3.744957e-19	-1.581886e-08	1.994205e-04	-1.000000e+00
1.530000e-06	3.829228e-09	7.216061e-04	-2.744660e+02	1.557599e-28	2.306666e-23	-3.744957e-19	-1.604400e-08	1.994205e-04	-1.000000e+00
1.540000e-06	4.297377e-09	8.665572e-04	-2.762599e+02	5.629051e-29	3.323757e-23	-3.744957e-19	-1.691230e-08	2.873522e-04	-1.000000e+00
1.550000e-06	4.438121e-09	1.025771e-03	-2.780538e+02	2.451877e-30	3.323757e-23	-3.744957e-19	-1.738581e-08	2.873522e-04	-1.000000e+00
1.560000e-06	4.320839e-09	1.184984e-03	-2.798477e+02	-5.138820e-29	3.323757e-23	-3.744957e-19	-1.785932e-08	2.873522e-04	-1.000000e+00
1.570000e-06	3.945999e-09	1.344197e-03	-2.816416e+02	-1.051986e-28	3.323757e-23	-3.744957e-19	-1.833282e-08	2.873522e-04	-1.000000e+00
1.580000e-06	3.313318e-09	1.503411e-03	-2.834355e+02	-1.589485e-28	3.323757e-23	-3.744957e-19	-1.880633e-08	2.873522e-04	-1.000000e+00
1.590000e-06	2.423249e-09	1.662624e-03	-2.852294e+02	-2.126060e-28	3.323757e-23	-3.744957e-19	-1.927983e-08	2.873522e-04	-1.000000e+00
